"car_model_sk","car_model","brand","car_name","car_link","review_link","car_rating","car_rating_count","percentage_recommend","rating_comfort","rating_interior","rating_performance","rating_value","rating_exterior","rating_reliability","listing_count","min_price","max_price","avg_price","review_count"
"c41216df0cb2da302b6d14bae5785019","chevrolet-blazer-2022","Chevrolet","2022 Chevrolet Blazer","https://www.cars.com/research/chevrolet-blazer-2022/","https://www.cars.com/research/chevrolet-blazer-2022/consumer-reviews/?page_size=40","4.6",10,"90.0","5.0","5.0","5.0","4.0","5.0","5.0","3","20993","35628","28525","12"
"8a3433e9fdf019fdfff5fbe7c8daebb7","chevrolet-blazer-2023","Chevrolet","2023 Chevrolet Blazer","https://www.cars.com/research/chevrolet-blazer-2023/","https://www.cars.com/research/chevrolet-blazer-2023/consumer-reviews/?page_size=40","5.0",4,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","3","25781","28698","27210","4"
"4ba8e149eafb3c4e685a0cbc2a46cfac","chevrolet-blazer-2025","Chevrolet","2025 Chevrolet Blazer","https://www.cars.com/research/chevrolet-blazer-2025/","https://www.cars.com/research/chevrolet-blazer-2025/consumer-reviews/?page_size=40","5.0",2,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","29260","29260","29260","3"
"388ae6afecff411420009ab513f81d66","chevrolet-camaro-2015","Chevrolet","2015 Chevrolet Camaro","https://www.cars.com/research/chevrolet-camaro-2015/","https://www.cars.com/research/chevrolet-camaro-2015/consumer-reviews/?page_size=40","4.7",177,"93.0","5.0","5.0","5.0","5.0","5.0","5.0","1","13491","13491","13491","13"
"e3f48e9f58ddfae6f9d06c36b454247a","chevrolet-camaro-2018","Chevrolet","2018 Chevrolet Camaro","https://www.cars.com/research/chevrolet-camaro-2018/","https://www.cars.com/research/chevrolet-camaro-2018/consumer-reviews/?page_size=40","4.9",172,"96.0","5.0","5.0","5.0","4.0","5.0","5.0","3","17492","53299","32790","14"
"422afb1993f583bbd36793986731335e","chevrolet-camaro-2020","Chevrolet","2020 Chevrolet Camaro","https://www.cars.com/research/chevrolet-camaro-2020/","https://www.cars.com/research/chevrolet-camaro-2020/consumer-reviews/?page_size=40","4.8",29,"96.0","5.0","5.0","5.0","5.0","5.0","5.0","1","18759","18759","18759","12"
"2c985da8fab4ef0977a683528020288e","chevrolet-camaro-2022","Chevrolet","2022 Chevrolet Camaro","https://www.cars.com/research/chevrolet-camaro-2022/","https://www.cars.com/research/chevrolet-camaro-2022/consumer-reviews/?page_size=40","4.3",9,"77.0","3.0","3.0","4.0","3.0","3.0","3.0","1","43999","43999","43999","10"
"2f3e0b19321d0c8fdc2dd3a2902e265e","chevrolet-colorado-2019","Chevrolet","2019 Chevrolet Colorado","https://www.cars.com/research/chevrolet-colorado-2019/","https://www.cars.com/research/chevrolet-colorado-2019/consumer-reviews/?page_size=40","4.5",168,"84.0","5.0","5.0","5.0","5.0","5.0","5.0","1","27297","27297","27297","12"
"4801db3549d2d90ffe659df37185447c","chevrolet-colorado-2020","Chevrolet","2020 Chevrolet Colorado","https://www.cars.com/research/chevrolet-colorado-2020/","https://www.cars.com/research/chevrolet-colorado-2020/consumer-reviews/?page_size=40","4.3",58,"77.0","4.0","4.0","5.0","4.0","4.0","0.0","1","33248","33248","33248","12"
"73aed75d37421a153383306a5d30ac1e","chevrolet-colorado-2022","Chevrolet","2022 Chevrolet Colorado","https://www.cars.com/research/chevrolet-colorado-2022/","https://www.cars.com/research/chevrolet-colorado-2022/consumer-reviews/?page_size=40","4.0",15,"80.0","5.0","5.0","5.0","5.0","5.0","5.0","2","23900","25200","24550","12"
"8b53c1c9395c5df5dec40c102a14d06b","chevrolet-colorado-2025","Chevrolet","2025 Chevrolet Colorado","https://www.cars.com/research/chevrolet-colorado-2025/","https://www.cars.com/research/chevrolet-colorado-2025/consumer-reviews/?page_size=40","5.0",2,"100.0","5.0","5.0","5.0","4.0","5.0","5.0","3","36928","45800","40836","2"
"f093671a9d6f430aef043033c72a6ac8","chevrolet-corvette-2001","Chevrolet","2001 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2001/","https://www.cars.com/research/chevrolet-corvette-2001/consumer-reviews/?page_size=40","4.8",65,"98.0","5.0","5.0","5.0","5.0","5.0","5.0","1","31598","31598","31598","12"
"864c89a5d0edc20659e41ad71c59185f","chevrolet-corvette-2005","Chevrolet","2005 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2005/","https://www.cars.com/research/chevrolet-corvette-2005/consumer-reviews/?page_size=40","4.8",98,"96.0","5.0","5.0","5.0","5.0","5.0","5.0","1","30498","30498","30498","12"
"00f79c74f1d485e9a07b9609efe37b0b","chevrolet-corvette-2011","Chevrolet","2011 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2011/","https://www.cars.com/research/chevrolet-corvette-2011/consumer-reviews/?page_size=40","4.9",58,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","36080","36080","36080","12"
"163f7bbf8f6e3d269ca6e973e01e034e","chevrolet-corvette-2015","Chevrolet","2015 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2015/","https://www.cars.com/research/chevrolet-corvette-2015/consumer-reviews/?page_size=40","4.8",99,"98.0","5.0","5.0","5.0","5.0","5.0","5.0","1","44378","44378","44378","13"
"78748455b2f9da6e1ab3fcd049d4b3ac","chevrolet-corvette-2016","Chevrolet","2016 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2016/","https://www.cars.com/research/chevrolet-corvette-2016/consumer-reviews/?page_size=40","4.8",131,"97.0","5.0","5.0","5.0","5.0","5.0","5.0","1","76989","76989","76989","12"
"75255a7cfc92647fcaefe16b9ca3ba9c","chevrolet-corvette-2017","Chevrolet","2017 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2017/","https://www.cars.com/research/chevrolet-corvette-2017/consumer-reviews/?page_size=40","4.9",161,"98.0","5.0","5.0","5.0","5.0","5.0","5.0","5","45012","69863","52548","12"
"e4ff489476430528bdab2250cedfafef","chevrolet-corvette-2019","Chevrolet","2019 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2019/","https://www.cars.com/research/chevrolet-corvette-2019/consumer-reviews/?page_size=40","4.7",98,"92.0","5.0","5.0","5.0","5.0","5.0","5.0","2","46210","78274","62242","12"
"c96f0f6c19a7eb71f7762a3bdda12adc","chevrolet-corvette-2020","Chevrolet","2020 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2020/","https://www.cars.com/research/chevrolet-corvette-2020/consumer-reviews/?page_size=40","4.6",49,"85.0","5.0","5.0","5.0","5.0","5.0","3.0","2","61991","67158","64575","13"
"c2013a95560a5ea30f2e809a3482532c","chevrolet-corvette-2021","Chevrolet","2021 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2021/","https://www.cars.com/research/chevrolet-corvette-2021/consumer-reviews/?page_size=40","5.0",18,"94.0","5.0","5.0","5.0","5.0","5.0","5.0","5","61491","75937","67773","13"
"a4e9f185893b65fef3279b860f91b40a","chevrolet-corvette-2022","Chevrolet","2022 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2022/","https://www.cars.com/research/chevrolet-corvette-2022/consumer-reviews/?page_size=40","4.6",12,"91.0","4.0","4.0","5.0","5.0","5.0","4.0","5","60867","77995","71600","12"
"d0860c58a987d328e35a66929c9f41a8","chevrolet-corvette-2023","Chevrolet","2023 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2023/","https://www.cars.com/research/chevrolet-corvette-2023/consumer-reviews/?page_size=40","4.6",22,"86.0","5.0","5.0","5.0","5.0","5.0","5.0","9","64999","119990","78520","12"
"a43f39a496ab0a673558cd29acb768c8","chevrolet-corvette-2024","Chevrolet","2024 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2024/","https://www.cars.com/research/chevrolet-corvette-2024/consumer-reviews/?page_size=40","4.1",8,"75.0","5.0","5.0","5.0","5.0","5.0","5.0","8","64985","95990","76014","8"
"766cf28e933dcf357d66459334fb26b8","chevrolet-corvette-2025","Chevrolet","2025 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2025/","https://www.cars.com/research/chevrolet-corvette-2025/consumer-reviews/?page_size=40","5.0",5,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","4","70441","77724","75597","5"
"a40ba50934bd0caa841fa6cb48944132","chevrolet-corvette-2026","Chevrolet","2026 Chevrolet Corvette","https://www.cars.com/research/chevrolet-corvette-2026/","https://www.cars.com/research/chevrolet-corvette-2026/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","72435","125991","92920","1"
"69e8fb38a54352949518a44e782c7106","chevrolet-equinox_ev-2025","Chevrolet","2025 Chevrolet Equinox_Ev","https://www.cars.com/research/chevrolet-equinox_ev-2025/","https://www.cars.com/research/chevrolet-equinox_ev-2025/consumer-reviews/?page_size=40","4.2",12,"75.0","5.0","4.0","5.0","5.0","5.0","5.0","1","24009","24009","24009","12"
"3cd7f8b2b475545e7e88f55b7389e119","chevrolet-equinox-2020","Chevrolet","2020 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2020/","https://www.cars.com/research/chevrolet-equinox-2020/consumer-reviews/?page_size=40","4.7",293,"91.0","2.0","5.0","4.0","4.0","4.0","4.0","4","12998","20788","17094","12"
"5a314392ccf41251ecce67855ce23e06","chevrolet-equinox-2021","Chevrolet","2021 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2021/","https://www.cars.com/research/chevrolet-equinox-2021/consumer-reviews/?page_size=40","4.7",76,"93.0","5.0","5.0","5.0","4.0","5.0","5.0","2","16713","20995","18854","12"
"76d7836755a0b03aff5da5704f643804","chevrolet-equinox-2022","Chevrolet","2022 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2022/","https://www.cars.com/research/chevrolet-equinox-2022/consumer-reviews/?page_size=40","4.4",16,"75.0","4.0","3.0","3.0","3.0","4.0","4.0","2","20335","23638","21987","13"
"12489c1ad84bea7898024373df615802","chevrolet-equinox-2023","Chevrolet","2023 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2023/","https://www.cars.com/research/chevrolet-equinox-2023/consumer-reviews/?page_size=40","4.4",20,"90.0","5.0","5.0","5.0","5.0","5.0","5.0","2","23988","28477","26233","12"
"3f0d6bedd61960a293b83d90250e8221","chevrolet-equinox-2024","Chevrolet","2024 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2024/","https://www.cars.com/research/chevrolet-equinox-2024/consumer-reviews/?page_size=40","4.7",11,"90.0","4.0","4.0","4.0","4.0","3.0","4.0","4","20550","22999","21880","11"
"c0a83d6b7f448b58da5c697b846dcb77","chevrolet-equinox-2025","Chevrolet","2025 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2025/","https://www.cars.com/research/chevrolet-equinox-2025/consumer-reviews/?page_size=40","4.9",22,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","27224","27224","27224","12"
"5eaf48632f97fe54deec1efaa25a76c4","chevrolet-equinox-2026","Chevrolet","2026 Chevrolet Equinox","https://www.cars.com/research/chevrolet-equinox-2026/","https://www.cars.com/research/chevrolet-equinox-2026/consumer-reviews/?page_size=40","4.2",13,"76.0","5.0","5.0","5.0","5.0","5.0","5.0","1","30995","30995","30995","12"
"1dcf5d0fc3ec08c155ff3041248d3f34","chevrolet-express_2500-2019","Chevrolet","2019 Chevrolet Express_2500","https://www.cars.com/research/chevrolet-express_2500-2019/","https://www.cars.com/research/chevrolet-express_2500-2019/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","13988","13988","13988","2"
"f1ee592dc3dbe501d0bec73a3f1cc6d7","chevrolet-malibu-2023","Chevrolet","2023 Chevrolet Malibu","https://www.cars.com/research/chevrolet-malibu-2023/","https://www.cars.com/research/chevrolet-malibu-2023/consumer-reviews/?page_size=40","5.0",3,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","2","15998","18300","17149","3"
"d44aba0408fb3469e88a9b34e7958dbe","chevrolet-malibu-2024","Chevrolet","2024 Chevrolet Malibu","https://www.cars.com/research/chevrolet-malibu-2024/","https://www.cars.com/research/chevrolet-malibu-2024/consumer-reviews/?page_size=40","4.5",4,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","7","17762","21429","19244","4"
"f01db4c0026bfecbca447f76cc19dc54","chevrolet-malibu-2025","Chevrolet","2025 Chevrolet Malibu","https://www.cars.com/research/chevrolet-malibu-2025/","https://www.cars.com/research/chevrolet-malibu-2025/consumer-reviews/?page_size=40","5.0",1,"100.0","4.0","5.0","5.0","5.0","5.0","5.0","1","19497","19497","19497","2"
"e5b044786bfe7fe7c32218a9e66e7af5","chevrolet-silverado_1500_limited-2022","Chevrolet","2022 Chevrolet Silverado_1500_Limited","https://www.cars.com/research/chevrolet-silverado_1500_limited-2022/","https://www.cars.com/research/chevrolet-silverado_1500_limited-2022/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","32195","32195","32195","0"
"b3cf04ab421a6f1f0a89721f78813c5a","chevrolet-silverado_1500-2014","Chevrolet","2014 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2014/","https://www.cars.com/research/chevrolet-silverado_1500-2014/consumer-reviews/?page_size=40","4.4",272,"87.0","5.0","5.0","5.0","5.0","5.0","5.0","1","15398","15398","15398","12"
"46847843bf00db9a6424d6f92b4bf4f7","chevrolet-silverado_1500-2015","Chevrolet","2015 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2015/","https://www.cars.com/research/chevrolet-silverado_1500-2015/consumer-reviews/?page_size=40","4.6",259,"88.0","5.0","5.0","5.0","5.0","5.0","5.0","2","17987","21051","19519","13"
"bb1f9b8b92b7421650b44029b416df9a","chevrolet-silverado_1500-2016","Chevrolet","2016 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2016/","https://www.cars.com/research/chevrolet-silverado_1500-2016/consumer-reviews/?page_size=40","4.4",183,"84.0","5.0","5.0","5.0","3.0","5.0","2.0","2","18191","20022","19107","12"
"d2abc0404ebddb91ed3b74360fccfd08","chevrolet-silverado_1500-2017","Chevrolet","2017 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2017/","https://www.cars.com/research/chevrolet-silverado_1500-2017/consumer-reviews/?page_size=40","4.6",329,"87.0","2.0","5.0","2.0","1.0","3.0","3.0","9","20990","30470","24112","12"
"497446df03f728ceccc3c1dd7126510a","chevrolet-silverado_1500-2018","Chevrolet","2018 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2018/","https://www.cars.com/research/chevrolet-silverado_1500-2018/consumer-reviews/?page_size=40","4.5",362,"86.0","4.0","4.0","5.0","5.0","5.0","5.0","8","21191","30941","26538","13"
"8e1be0469f9f82c1eec567482d8a2f90","chevrolet-silverado_1500-2019","Chevrolet","2019 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2019/","https://www.cars.com/research/chevrolet-silverado_1500-2019/consumer-reviews/?page_size=40","4.0",262,"69.0","2.0","1.0","2.0","2.0","4.0","1.0","20","23398","35494","28638","12"
"793a852a2f87a434543623e17861dfc4","chevrolet-silverado_1500-2020","Chevrolet","2020 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2020/","https://www.cars.com/research/chevrolet-silverado_1500-2020/consumer-reviews/?page_size=40","4.6",147,"87.0","5.0","5.0","5.0","5.0","5.0","5.0","24","20346","38596","30005","12"
"3ce01e8b764ab2190cc0b85d49dd3593","chevrolet-silverado_1500-2021","Chevrolet","2021 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2021/","https://www.cars.com/research/chevrolet-silverado_1500-2021/consumer-reviews/?page_size=40","4.2",88,"76.0","4.0","5.0","4.0","3.0","2.0","2.0","28","23495","46950","35076","12"
"283fd430c1e31f4a66f6e29981b09da2","chevrolet-silverado_1500-2022","Chevrolet","2022 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2022/","https://www.cars.com/research/chevrolet-silverado_1500-2022/consumer-reviews/?page_size=40","3.9",10,"80.0","5.0","5.0","5.0","5.0","5.0","5.0","22","29347","43997","36442","10"
"2a0a1629327cfcc22bd6260b8b6cd52c","chevrolet-silverado_1500-2023","Chevrolet","2023 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2023/","https://www.cars.com/research/chevrolet-silverado_1500-2023/consumer-reviews/?page_size=40","3.8",8,"50.0","5.0","5.0","5.0","5.0","5.0","5.0","57","17900","51429","39028","8"
"23cf51dfb9d3cfd16556bb499ba8a552","chevrolet-silverado_1500-2024","Chevrolet","2024 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2024/","https://www.cars.com/research/chevrolet-silverado_1500-2024/consumer-reviews/?page_size=40","4.8",13,"92.0","5.0","5.0","5.0","5.0","5.0","5.0","39","33877","61988","45529","12"
"c89bee72aeb7327864ca95c410d6c66d","chevrolet-silverado_1500-2025","Chevrolet","2025 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2025/","https://www.cars.com/research/chevrolet-silverado_1500-2025/consumer-reviews/?page_size=40","5.0",2,"100.0","5.0","3.0","5.0","5.0","5.0","5.0","17","33899","59000","44078","2"
"4bda4ea7974006c8cb3691667ca1fc9b","chevrolet-silverado_1500-2026","Chevrolet","2026 Chevrolet Silverado_1500","https://www.cars.com/research/chevrolet-silverado_1500-2026/","https://www.cars.com/research/chevrolet-silverado_1500-2026/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","13","39502","65411","56479","1"
"ff602aa018d4de91b283fc81264bb710","chevrolet-silverado_2500-2016","Chevrolet","2016 Chevrolet Silverado_2500","https://www.cars.com/research/chevrolet-silverado_2500-2016/","https://www.cars.com/research/chevrolet-silverado_2500-2016/consumer-reviews/?page_size=40","4.4",39,"87.0","5.0","4.0","5.0","4.0","5.0","5.0","1","40514","40514","40514","12"
"3d14d420bb969d51ceae3dd09a11636b","chevrolet-silverado_2500-2020","Chevrolet","2020 Chevrolet Silverado_2500","https://www.cars.com/research/chevrolet-silverado_2500-2020/","https://www.cars.com/research/chevrolet-silverado_2500-2020/consumer-reviews/?page_size=40","4.5",23,"82.0","5.0","4.0","4.0","5.0","5.0","5.0","3","24995","36988","32593","12"
"308340c1b862dcd4cdc9e232c4c49f2a","chevrolet-silverado_2500-2023","Chevrolet","2023 Chevrolet Silverado_2500","https://www.cars.com/research/chevrolet-silverado_2500-2023/","https://www.cars.com/research/chevrolet-silverado_2500-2023/consumer-reviews/?page_size=40","3.7",3,"66.0","5.0","5.0","5.0","5.0","5.0","5.0","2","45210","56588","50899","3"
"4b0ab71e442a09f86a4325ca4db8a444","chevrolet-silverado_2500-2024","Chevrolet","2024 Chevrolet Silverado_2500","https://www.cars.com/research/chevrolet-silverado_2500-2024/","https://www.cars.com/research/chevrolet-silverado_2500-2024/consumer-reviews/?page_size=40","4.5",2,"100.0","5.0","5.0","5.0","4.0","5.0","4.0","1","66798","66798","66798","2"
"6111fc72b94de90392683e93147fede4","chevrolet-silverado_2500-2025","Chevrolet","2025 Chevrolet Silverado_2500","https://www.cars.com/research/chevrolet-silverado_2500-2025/","https://www.cars.com/research/chevrolet-silverado_2500-2025/consumer-reviews/?page_size=40","5.0",3,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","2","59794","63988","61891","4"
"5f53babf616d82a237798fbb6e85d1c3","chevrolet-silverado_2500-2026","Chevrolet","2026 Chevrolet Silverado_2500","https://www.cars.com/research/chevrolet-silverado_2500-2026/","https://www.cars.com/research/chevrolet-silverado_2500-2026/consumer-reviews/?page_size=40","2.5",2,"50.0","5.0","5.0","5.0","4.0","5.0","4.0","1","65990","65990","65990","2"
"50f3a92e476b543cabba2bfef50d1052","chevrolet-silverado_3500-2020","Chevrolet","2020 Chevrolet Silverado_3500","https://www.cars.com/research/chevrolet-silverado_3500-2020/","https://www.cars.com/research/chevrolet-silverado_3500-2020/consumer-reviews/?page_size=40","4.2",5,"80.0","5.0","5.0","5.0","5.0","5.0","5.0","1","56742","56742","56742","7"
"d572e2ec2400a969550c993a8bbf72e9","chevrolet-silverado_3500-2024","Chevrolet","2024 Chevrolet Silverado_3500","https://www.cars.com/research/chevrolet-silverado_3500-2024/","https://www.cars.com/research/chevrolet-silverado_3500-2024/consumer-reviews/?page_size=40","2.5",2,"50.0","2.0","2.0","1.0","1.0","3.0","1.0","2","49995","54990","52493","2"
"03cbf388d4d1e31171be5c70d5ce1fe0","chevrolet-silverado_3500-2026","Chevrolet","2026 Chevrolet Silverado_3500","https://www.cars.com/research/chevrolet-silverado_3500-2026/","https://www.cars.com/research/chevrolet-silverado_3500-2026/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","70873","70873","70873","1"
"971fde7d51a978ab83a94f15733cdb6d","chevrolet-suburban-2021","Chevrolet","2021 Chevrolet Suburban","https://www.cars.com/research/chevrolet-suburban-2021/","https://www.cars.com/research/chevrolet-suburban-2021/consumer-reviews/?page_size=40","4.2",12,"75.0","5.0","4.0","4.0","4.0","4.0","4.0","2","37260","44798","41029","12"
"994c68909750910642f9832cd5e46b69","chevrolet-suburban-2022","Chevrolet","2022 Chevrolet Suburban","https://www.cars.com/research/chevrolet-suburban-2022/","https://www.cars.com/research/chevrolet-suburban-2022/consumer-reviews/?page_size=40","5.0",3,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","60438","60438","60438","4"
"1af12aedfd6cef4d19335164465f99e1","chevrolet-suburban-2023","Chevrolet","2023 Chevrolet Suburban","https://www.cars.com/research/chevrolet-suburban-2023/","https://www.cars.com/research/chevrolet-suburban-2023/consumer-reviews/?page_size=40","3.9",7,"71.0","1.0","1.0","1.0","1.0","1.0","1.0","2","44549","49550","47050","7"
"b281f296377acb364d880585b3f32bc2","chevrolet-suburban-2024","Chevrolet","2024 Chevrolet Suburban","https://www.cars.com/research/chevrolet-suburban-2024/","https://www.cars.com/research/chevrolet-suburban-2024/consumer-reviews/?page_size=40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","54624","65290","61673","1"
"cd3a878c8cf3a39fc6892e6b3a1c2f24","chevrolet-suburban-2025","Chevrolet","2025 Chevrolet Suburban","https://www.cars.com/research/chevrolet-suburban-2025/","https://www.cars.com/research/chevrolet-suburban-2025/consumer-reviews/?page_size=40","5.0",2,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","74326","74326","74326","3"
"a50d85175ce69881b67bd4a9ccc2f902","chevrolet-suburban-2026","Chevrolet","2026 Chevrolet Suburban","https://www.cars.com/research/chevrolet-suburban-2026/","https://www.cars.com/research/chevrolet-suburban-2026/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","5.0","4.0","5.0","5.0","1","71599","71599","71599","1"
"370b0a5d802829d827bbb4e08c3a9b10","chevrolet-tahoe-2016","Chevrolet","2016 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2016/","https://www.cars.com/research/chevrolet-tahoe-2016/consumer-reviews/?page_size=40","4.6",84,"86.0","4.0","3.0","3.0","1.0","3.0","1.0","1","18486","18486","18486","13"
"d92ce74f888cf555d6bcc535e734c4c0","chevrolet-tahoe-2017","Chevrolet","2017 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2017/","https://www.cars.com/research/chevrolet-tahoe-2017/consumer-reviews/?page_size=40","4.6",134,"90.0","4.0","4.0","4.0","1.0","1.0","4.0","2","14991","18988","16990","13"
"824929b41c4aa4f49f39dbd7ab0fd01a","chevrolet-tahoe-2018","Chevrolet","2018 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2018/","https://www.cars.com/research/chevrolet-tahoe-2018/consumer-reviews/?page_size=40","4.8",94,"95.0","5.0","5.0","5.0","5.0","5.0","5.0","3","21995","24849","23281","12"
"14f5e66f1361ad32e25ba33f80d53a52","chevrolet-tahoe-2021","Chevrolet","2021 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2021/","https://www.cars.com/research/chevrolet-tahoe-2021/consumer-reviews/?page_size=40","4.1",47,"74.0","5.0","5.0","5.0","5.0","5.0","5.0","3","33553","48600","41329","12"
"c50e6b5a7683f8614c7b30d4dcc10513","chevrolet-tahoe-2022","Chevrolet","2022 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2022/","https://www.cars.com/research/chevrolet-tahoe-2022/consumer-reviews/?page_size=40","5.0",5,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","2","46820","51794","49307","6"
"4b2276e81062508012bbcaec0155cde0","chevrolet-tahoe-2023","Chevrolet","2023 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2023/","https://www.cars.com/research/chevrolet-tahoe-2023/consumer-reviews/?page_size=40","4.0",8,"62.0","5.0","5.0","5.0","5.0","5.0","5.0","5","44071","66431","55155","8"
"b28c9ef302486fad942150cb3abfc50d","chevrolet-tahoe-2024","Chevrolet","2024 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2024/","https://www.cars.com/research/chevrolet-tahoe-2024/consumer-reviews/?page_size=40","4.0",2,"50.0","5.0","5.0","5.0","4.0","5.0","5.0","2","52843","66374","59609","2"
"998a8b81601c0659e2b9443af7818a2a","chevrolet-tahoe-2025","Chevrolet","2025 Chevrolet Tahoe","https://www.cars.com/research/chevrolet-tahoe-2025/","https://www.cars.com/research/chevrolet-tahoe-2025/consumer-reviews/?page_size=40","5.0",4,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","2","58485","68398","63442","5"
"4bfec1f2cb0e7cf95bda7ea443be8d7b","chevrolet-trailblazer-2021","Chevrolet","2021 Chevrolet Trailblazer","https://www.cars.com/research/chevrolet-trailblazer-2021/","https://www.cars.com/research/chevrolet-trailblazer-2021/consumer-reviews/?page_size=40","4.6",100,"87.0","4.0","4.0","4.0","2.0","3.0","1.0","2","14594","18900","16747","13"
"f5add552c4b58ae15eae2358e7a5f56f","chevrolet-trailblazer-2022","Chevrolet","2022 Chevrolet Trailblazer","https://www.cars.com/research/chevrolet-trailblazer-2022/","https://www.cars.com/research/chevrolet-trailblazer-2022/consumer-reviews/?page_size=40","3.7",6,"50.0","5.0","5.0","5.0","5.0","5.0","5.0","1","19991","19991","19991","7"
"86e64247c3bb7c3e80c092505f7b1e29","chevrolet-trailblazer-2023","Chevrolet","2023 Chevrolet Trailblazer","https://www.cars.com/research/chevrolet-trailblazer-2023/","https://www.cars.com/research/chevrolet-trailblazer-2023/consumer-reviews/?page_size=40","4.5",12,"91.0","4.0","4.0","4.0","3.0","4.0","4.0","2","19955","22700","21328","12"
"94e1d7fc1d928475afde52fba7f267e7","chevrolet-trailblazer-2024","Chevrolet","2024 Chevrolet Trailblazer","https://www.cars.com/research/chevrolet-trailblazer-2024/","https://www.cars.com/research/chevrolet-trailblazer-2024/consumer-reviews/?page_size=40","5.0",1,"100.0","5.0","5.0","4.0","5.0","5.0","5.0","5","21800","25770","23843","1"
"03e084550fd4b9be12d1fc69530b123b","chevrolet-trailblazer-2025","Chevrolet","2025 Chevrolet Trailblazer","https://www.cars.com/research/chevrolet-trailblazer-2025/","https://www.cars.com/research/chevrolet-trailblazer-2025/consumer-reviews/?page_size=40","5.0",4,"100.0","5.0","5.0","5.0","5.0","5.0","5.0","1","22828","22828","22828","4"
