"seller_sk","seller_key","seller_name","seller_link","seller_website","destination","seller_rating","seller_rating_count","description","phone_new","phone_used","phone_service","hours","highlights","inventory_count","avg_listing_price"
"d173b7c731d70e7a95401a6e1a4223ed","dick-brooks-honda","Dick Brooks Honda","https://www.cars.com/dealers/84630/dick-brooks-honda/#Reviews","https://www.dickbrookshonda.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","14100 E Wade Hampton Blvd, Greer, SC 29651","4.2",901,NULL,"(855) 346-4764","(866) 802-5129","(855) 346-4767","{""Sales hours"": ""9:00am to 10:00pm"", ""Service hours"": ""7:30am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Rental service"", ""Senior discounts on service""]","7","30543"
"99686804bec32d2874878021d236ea60","dick-huvaeres-richmond-chrysler-dodge-jeep-ram","Dick Huvaere's Richmond Chrysler Dodge Jeep RAM","https://www.cars.com/dealers/15484/dick-huvaeres-richmond-chrysler-dodge-jeep-ram/#Reviews","http://www.driveenvy.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","67567 South Main Street, Richmond, MI 48062","4.9",1051,NULL,"(586) 646-4354","(586) 646-4375","(586) 646-4415","{""Sales hours"": ""9:00am to 2:30pm"", ""Service hours"": ""7:30am to 2:30pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Rental service""]","2","24995"
"a605221654a04bbfef996423d3e4659e","dick-scott-chrysler-dodge-jeep-ram","Dick Scott Chrysler Dodge Jeep RAM","https://www.cars.com/dealers/81067/dick-scott-chrysler-dodge-jeep-ram/#Reviews","https://www.dickscottchryslerdodgejeepram.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","684 Ann Arbor Rd, Plymouth, MI 48170","4.7",2830,NULL,"(833) 619-7358","(833) 620-5921","(734) 259-2352","{""Sales hours"": ""9:00am to 6:00pm"", ""Service hours"": ""7:00am to 6:00pm""}",NULL,"1","22495"
"547c5e2c00f87256fb8f99c3ea3393fc","dick-scott-motor-mall","Dick Scott Motor Mall","https://www.cars.com/dealers/156586/dick-scott-motor-mall/#Reviews","http://www.dickscottmotormall.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","3030 Fowlerville Rd, Fowlerville, MI 48836","4.8",1413,"Dick Scott Motor Mall has been a family fixture in Fowlerville for over 40 years, and their 4.7-star reputation built on 1,400+ reviews shows they've earned serious trust with shoppers. Whether you're buying new Chrysler, Dodge, Jeep, or Ram vehicles or need service on any make, their factory-certified technicians and comprehensive service department mean you can handle everything in one place. Sales staff here are known for being genuinely helpful and responsive rather than pushy, and with flexible financing options for all credit situations, they live up to their promise—you really do get your best shot at Dick Scott.","(866) 450-2606","(866) 497-5457","(866) 500-8797","{""Sales hours"": ""9:00am to 6:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Open Saturday 8 am until 3 pm"", ""Open late Monday and Thursday until 8 pm"", ""Rental service"", ""Senior discounts on service""]","3","34840"
"f02544b8d0195907b2834fe30792b21b","dick-wickstrom-chevrolet","Dick Wickstrom Chevrolet","https://www.cars.com/dealers/154/dick-wickstrom-chevrolet/#Reviews","http://www.wickstromchevyroselle.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","555 E Irving Park Rd, Roselle, IL 60172","4.9",1023,NULL,"(630) 626-5771","(630) 626-5774","(630) 626-5775","{""Sales hours"": ""9:00am to 7:00pm"", ""Service hours"": ""7:00am to 5:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary snacks"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Kids play room"", ""Online service appointment scheduling""]","2","30994"
"7d49bc9da3a1568c8b3d35bf90cb3bc7","dimmitt-cadillac-of-clearwater","DIMMITT CADILLAC OF CLEARWATER","https://www.cars.com/dealers/6042168/dimmitt-cadillac-of-clearwater/#Reviews","https://www.dimmittcadillac.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","25191 US HWY 19 N, CLEARWATER, FL 33763","5.0",1721,NULL,"(727) 608-4654","(727) 608-4055","(727) 608-4063","{""Sales hours"": ""8:30am to 7:00pm"", ""Service hours"": ""7:30am to 6:00pm""}",NULL,"3","49810"
"5b54cdd37ff3ef68669683a7716f13c9","dimmitt-chevrolet","Dimmitt Chevrolet","https://www.cars.com/dealers/11952/dimmitt-chevrolet/#Reviews","https://www.dimmittchevrolet.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","25485 US Hwy 19 N, Clearwater, FL 33763","4.7",1572,"Dimmitt Chevrolet has been a family fixture in the Clearwater area since 1924, and their 4.7-star reputation across over 1,500 reviews shows they've stayed true to that heritage. You'll find a dedicated team here—from sales staff who actually listen to what you need, to service advisors and technicians who go the extra mile to keep your Chevy running smoothly. With factory-certified service, a collision center, and financing expertise on hand, they've built the kind of one-stop shop worth the drive up US 19.","(877) 854-9792","(855) 201-5705","(855) 213-2746","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary snacks"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Online service appointment scheduling"", ""Rental service""]","3","57203"
"cc7195e2d76fe663b711eee6ab1e78cd","diplomat-motors","Diplomat Motors","https://www.cars.com/dealers/6067110/diplomat-motors/#Reviews","https://www.diplomatmotors.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","3265 SW Sundial Avenue, Troutdale, OR 97060","3.1",11,NULL,NULL,NULL,NULL,"{""Friday"": ""8:30am–6:00pm"", ""Monday"": ""8:30am–6:00pm"", ""Sunday"": ""Closed"", ""Tuesday"": ""8:30am–6:00pm"", ""Saturday"": ""9:30am–6:00pm"", ""Thursday"": ""8:30am–6:00pm"", ""Wednesday"": ""8:30am–6:00pm"", ""Sales hours"": ""8:30am to 6:00pm""}",NULL,"12","54473"
"69265b9af35570471e139456079f6c8b","dixie-buick-gmc-truck-inc","Dixie Buick GMC Truck Inc.","https://www.cars.com/dealers/12022/dixie-buick-gmc-truck-inc/#Reviews","http://www.dixiebg.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","14565 S Tamiami Trail, Fort Myers, FL 33912","4.5",1465,NULL,"(855) 865-5455","(855) 865-4808","(855) 865-5657","{""Sales hours"": ""8:00am to 7:00pm"", ""Service hours"": ""7:30am to 5:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary snacks"", ""Complimentary wi-fi"", ""Customer lounge"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Online service appointment scheduling""]","3","38167"
"0de67bcbdb3dce7e12f2fca07a371aa9","don-brown-chevrolet","Don Brown Chevrolet","https://www.cars.com/dealers/19513/don-brown-chevrolet/#Reviews","https://www.donbrownchevrolet.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","2244 S Kingshighway Blvd, St. Louis, MO 63110","4.6",861,NULL,"(877) 249-7329","(877) 204-4483","(877) 825-2644","{""Sales hours"": ""8:30am to 7:00pm"", ""Service hours"": ""7:00am to 5:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Early drop-off"", ""Online service appointment scheduling"", ""Rental service""]","1","38804"
"16b7f9c65ab27fd40e107eab6ffc9025","don-davis-nissan","Don Davis Nissan","https://www.cars.com/dealers/6067691/don-davis-nissan/#Reviews","https://www.dondavisnissan.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","1320 East Interstate 20, Arlington, TX 76018","4.5",11248,"If you're shopping for a used Nissan in Arlington, Don Davis has built a solid reputation with over 11,000 reviews and a 4.5-star rating that reflects their commitment to making the buying experience smooth and straightforward. Their team is known for going the extra mile to help customers, whether you're trading in a lease or looking for your next vehicle. With the Clay Cooley MA Group backing them, you're working with an established operation that knows the Nissan lineup inside and out.","(888) 743-1342","(888) 744-9334","(888) 745-1352","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:00am to 7:00pm""}",NULL,"1","35922"
"9fe602d9b2b9843d8f1ff58f81513625","don-mcgill-toyota-of-houston","Don McGill Toyota of Houston","https://www.cars.com/dealers/22236/don-mcgill-toyota-of-houston/#Reviews","http://www.donmcgilltoyota.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","11800 Katy Fwy, Houston, TX 77079","4.8",1631,NULL,"(877) 242-7929","(877) 241-3318","(281) 617-2191","{""Sales hours"": ""9:00am to 7:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Complimentary wi-fi"", ""Family-owned business"", ""Online service appointment scheduling"", ""Spanish-speaking sales team"", ""We’ll buy your car""]","2","44229"
"56f944a03b5be0e3701762da5a4682df","don-mealey-chevrolet","Don Mealey Chevrolet","https://www.cars.com/dealers/147283/don-mealey-chevrolet/#Reviews","https://dmchevy.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","17185 State Road 50, Clermont, FL 34711","4.7",1299,"If you're shopping for a Chevy in Central Florida, Don Mealey's newly renovated facility in Clermont is worth the trip—they've got an impressive inventory including the area's largest selection of Corvettes and lifted trucks. With nearly 1,300 five-star reviews, customers consistently praise the team for listening to what you actually need and making the buying process smooth and pressure-free. Their factory-certified service center means you can handle maintenance right there, and with technicians who've been doing this for over a decade, you know your vehicle is in capable hands.","(352) 356-4239","(352) 658-4459","(352) 356-4241","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:30am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary Car Wash With Service upon Request"", ""Complimentary Refreshments"", ""Complimentary beverages"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary snacks"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Rental service""]","1","37991"
"c4d8ac80c8c49bbd42ea9574662756d9","don-miller-east","Don Miller East","https://www.cars.com/dealers/157163/don-miller-east/#Reviews","http://www.donmiller.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","5339 Wayne Ter, Madison, WI 53718","4.9",1361,NULL,"(866) 254-7164","(866) 489-9554","(866) 489-9572","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:00am to 5:30pm""}","[""Complimentary beverages"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Online service appointment scheduling""]","1","36849"
"c1ff2981de0ff138506a0da0ddb3a665","doug-smith-chevrolet","Doug Smith Chevrolet","https://www.cars.com/dealers/5355843/doug-smith-chevrolet/#Reviews","https://www.dougsmithchevrolet.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","1341 N Main St, Spanish Fork, UT 84660","4.1",47,NULL,"(877) 989-3854","(888) 709-2423","(866) 297-0836","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:30am to 6:00pm""}","[""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Online service appointment scheduling""]","5","33369"
"bd36ef39720e2fb4925e75c8fdf44096","doug-smith-chrysler-dodge-jeep-ram-of-american-fork","Doug Smith Chrysler Dodge Jeep RAM of American Fork","https://www.cars.com/dealers/107205/doug-smith-chrysler-dodge-jeep-ram-of-american-fork/#Reviews","https://www.dougsmithchryslerjeepdodge.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","523 W Main St, American Fork, UT 84003","4.4",201,NULL,"(888) 717-1192","(888) 717-1032","(888) 717-0438","{""Sales hours"": ""8:30am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Complimentary shuttle service"", ""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Online service appointment scheduling""]","18","42218"
"46d8ce24d4b5dd693881b11c2f94109f","doug-smith-kia","Doug Smith Kia","https://www.cars.com/dealers/5394918/doug-smith-kia/#Reviews","https://www.dougsmithkia.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","499 Lindon Park Dr, Lindon, UT 84042","4.3",93,NULL,"(888) 801-2634","(888) 801-2640","(888) 801-3005","{""Sales hours"": ""8:30am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}",NULL,"26","25387"
"631de0cec87da9bc3eda3ad658d86624","doug-smith-subaru","Doug Smith Subaru","https://www.cars.com/dealers/5394820/doug-smith-subaru/#Reviews","https://www.dougsmithsubaru.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","501 West Main Street, American Fork, UT 84003","4.8",119,NULL,"(855) 871-5826","(877) 204-0311","(888) 801-2565","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}",NULL,"5","24598"
"18b13eb9cb4f47986b53d23e6c9bfd70","douglas-jeep-chrysler-dodge-ram","Douglas Jeep Chrysler Dodge RAM","https://www.cars.com/dealers/12111/douglas-jeep-chrysler-dodge-ram/#Reviews","https://www.douglasjcdr.net/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","2382 Tamiami Trl S, Venice, FL 34293","4.8",1572,NULL,"(866) 254-0853","(888) 348-7952","(888) 823-3398","{""Sales hours"": ""9:00am to 7:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Complimentary shuttle service"", ""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Online service appointment scheduling""]","13","31514"
"ae3459bf58f2ac4dfe919eba94e0a743","dougs-hyundai","Doug's Hyundai","https://www.cars.com/dealers/158640/dougs-hyundai/#Reviews","https://www.dougshyundai.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","22130 Highway 99, Edmonds, WA 98026","4.6",802,NULL,"(888) 602-5969","(888) 602-0057","(866) 523-0375","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""8:00am to 6:00pm""}","[""Complimentary beverages"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Early drop-off"", ""Online service appointment scheduling""]","1","20000"
"362c13cc4231ae2ed516fb5ce6b408c9","dover-chevrolet","Dover Chevrolet","https://www.cars.com/dealers/3784/dover-chevrolet/#Reviews","http://www.doverchevrolet.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","5 Dover Point Road, Dover, NH 03820","4.8",1035,NULL,"(603) 617-2703","(603) 617-2262","(603) 617-3246","{""Sales hours"": ""9:00am to 6:00pm"", ""Service hours"": ""8:00am to 4:00pm""}","[""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Rental service"", ""Senior discounts on service""]","1","35995"
"4d0ecaa22d8403e9c9ddfd41e698db46","drivers-way","Driver's Way","https://www.cars.com/dealers/160577/drivers-way/#Reviews","http://www.driversway.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","100 Drivers Way, Pelham, AL 35124","4.7",2664,NULL,NULL,NULL,NULL,"{""Sales hours"": ""9:00am to 7:00pm"", ""Service hours"": ""7:30am to 5:30pm""}",NULL,"4","33612"
"c8d52272e668bc2e98a7d894fbaeb787","dupage-cdjr","DuPage CDJR","https://www.cars.com/dealers/605/dupage-cdjr/#Reviews","http://www.dupagechryslerdodgejeepram.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","433 E North Ave, Glendale Heights, IL 60139","4.2",2028,"If you're shopping for a Chrysler, Dodge, Jeep, or Ram in the Chicagoland area, DuPage CDJR stands out for their straightforward approach—salespeople don't work on commission, so you won't feel pressured, and their pricing is upfront and competitive. They've built a solid reputation with over 2,000 reviews (averaging 4.3 stars) by focusing on honest communication whether you're buying new, used, or certified pre-owned. Beyond the showroom, their factory-certified service team keeps your vehicle running smoothly, and they work with multiple lenders to find financing that fits your situation.","(866) 413-7360","(866) 413-7403","(888) 643-0491","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Computer work stations"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Rental service"", ""Senior discounts on service""]","1","26411"
"6831d4634f74db6f547dbd07e8cf74dd","duval-ford","Duval Ford","https://www.cars.com/dealers/11237/duval-ford/#Reviews","https://www.duvalford.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","1616 Cassat Ave, Jacksonville, FL 32210","4.8",3129,"If you're shopping for a new Ford in Jacksonville, Duval Ford has earned a solid 4.5-star reputation with over 1,100 reviews—and the consistent feedback shows their sales team really goes the distance to find what you're looking for. They'll even deliver to your home and handle everything by phone or email if that works better for you. Beyond the showroom, their factory-certified service center with experienced technicians means you've got a trusted place to keep your Ford running smoothly for years to come.","(888) 960-1301","(888) 903-0989","(877) 808-9113","{""Sales hours"": ""8:30am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}",NULL,"2","28757"
"6c96a2b0e3ea5b35feebcfb2815f5128","dyer-dyer-volvo-cars","Dyer & Dyer Volvo Cars","https://www.cars.com/dealers/10730/dyer-dyer-volvo-cars/#Reviews","https://www.dyervolvocars.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","5260 Peachtree Industrial Blvd, Chamblee, GA 30341","4.7",964,NULL,"(888) 269-9755","(866) 690-4034","(877) 291-4228","{""Sales hours"": ""8:30am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Online service appointment scheduling"", ""Rental service""]","2","25397"
"2d889b70088dbc4c6ecf8f188c34774d","eagle-buick-gmc-inc","Eagle Buick GMC, Inc.","https://www.cars.com/dealers/147319/eagle-buick-gmc-inc/#Reviews","http://www.eaglebuickgmc.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","1275 S Suncoast Blvd, Homosassa, FL 34448","4.8",3170,NULL,"(352) 388-3671","(866) 544-9370","(352) 388-3673","{""Sales hours"": ""8:30am to 7:30pm"", ""Service hours"": ""7:30am to 5:30pm""}","[""Complimentary beverages"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Family-owned business"", ""Online service appointment scheduling"", ""We’ll buy your car""]","2","44862"
"c96477bf7c4760d6ddb56de9c5bbe428","earnhardt-chevrolet","Earnhardt Chevrolet","https://www.cars.com/dealers/80283/earnhardt-chevrolet/#Reviews","http://www.earnhardtchevroletaz.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","24645 South Ellsworth Road, Queen Creek, AZ 85142","4.7",818,NULL,"(480) 374-8223","(480) 374-8228","(480) 374-8258","{""Sales hours"": ""8:00am to 9:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Military discounts on service"", ""Online service appointment scheduling"", ""Senior discounts on service""]","1","48577"
"036840773dc5c1a9754abbfdc42e2744","earnhardt-ford","Earnhardt Ford","https://www.cars.com/dealers/89402/earnhardt-ford/#Reviews","https://www.earnhardtford.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","7300 W Orchid Ln, Chandler, AZ 85226","4.9",985,NULL,"(480) 751-4262","(480) 751-1388","(877) 859-2183","{""Sales hours"": ""8:00am to 9:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Complimentary wi-fi"", ""Online service appointment scheduling""]","1","53638"
"f0498958882035459ed84e99f82f6337","earnhardt-hyundai-north-scottsdale","Earnhardt Hyundai North Scottsdale","https://www.cars.com/dealers/197898/earnhardt-hyundai-north-scottsdale/#Reviews","https://www.northscottsdalehyundai.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","8445 E Frank Lloyd Wright Blvd, Scottsdale, AZ 85260","4.8",4768,NULL,NULL,NULL,NULL,"{""Sales hours"": ""8:00am to 8:00pm"", ""Service hours"": ""7:00am to 4:00pm""}","[""Complimentary wi-fi"", ""Online service appointment scheduling""]","1","23981"
"d192620d64b7b742e7b40cc67af4f738","hendrick-southpoint-auto-mall","Hendrick Southpoint Auto Mall","https://www.cars.com/dealers/9571/hendrick-southpoint-auto-mall/#Reviews","https://www.hendrickcars.com/southpoint-auto-mall.htm?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","200 Kentington Dr, Durham, NC 27713","4.9",1729,NULL,NULL,NULL,NULL,NULL,"[""Customer lounge"", ""Online service appointment scheduling""]","2","31951"
"935f6c06c663651ac31d19cc30a36ac0","ferman-mini-of-tampa-bay","Ferman Mini of Tampa Bay","https://www.cars.com/dealers/5363008/ferman-mini-of-tampa-bay/#Reviews","http://www.Minioftampabay.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","31320 US Highway 19 N., Palm Harbor, FL 34684","4.8",2602,NULL,"(888) 397-0396","(888) 457-2399","(888) 897-0536","{""Sales hours"": ""9:00am to 7:00pm"", ""Service hours"": ""7:30am to 6:30pm""}",NULL,"1","35985"
"805243d6bcc59b19e9992830dbe64850","earnhardt-lexus","Earnhardt Lexus","https://www.cars.com/dealers/210225/earnhardt-lexus/#Reviews","http://www.earnhardtlexus.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","800 E Camelback Rd, Phoenix, AZ 85014","4.9",868,NULL,NULL,NULL,NULL,"{""Sales hours"": ""8:00am to 8:00pm"", ""Service hours"": ""7:00am to 6:00pm""}","[""Complimentary beverages"", ""Complimentary car wash with service"", ""Complimentary loaner vehicles"", ""Complimentary snacks"", ""Complimentary wi-fi"", ""Customer lounge"", ""Early drop-off"", ""Late pick-up"", ""Online service appointment scheduling""]","1","49599"
"b79e04a260e6beaec59dde2dbeb8dfb7","earth-motorcars-lotus-of-dallas","Earth MotorCars / Lotus of Dallas","https://www.cars.com/dealers/182701/earth-motorcars-lotus-of-dallas/#Reviews","http://www.earthmotorcars.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","3216 Kellway Dr Suite 132, Carrollton, TX 75006","4.7",836,NULL,"(866) 910-3877","(866) 912-3990","(866) 913-9083","{""Sales hours"": ""10:00am to 7:00pm"", ""Service hours"": ""9:00am to 5:30pm""}","[""Complimentary beverages"", ""Complimentary multi-point inspections"", ""Customer lounge"", ""Family-owned business"", ""Online service appointment scheduling"", ""Purchase online"", ""Spanish-speaking sales team"", ""We’ll buy your car""]","2","93633"
"de359283f96ce27969817307a01ea33b","east-hills-chevrolet-of-freeport","East Hills Chevrolet of Freeport","https://www.cars.com/dealers/154142/east-hills-chevrolet-of-freeport/#Reviews","https://www.easthillschevroletoffreeport.com/?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","42 E Sunrise Hwy, Freeport, NY 11520","4.6",1643,NULL,"(866) 888-7027","(866) 888-7029","(888) 232-2961","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:30am to 5:30pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Customer lounge"", ""Customer loyalty program"", ""Early drop-off"", ""Kids play room"", ""Late pick-up"", ""Online service appointment scheduling""]","2","43170"
"28f553db596b7caa50fd55f5a5022ae9","east-hills-chrysler-jeep-dodge-ram","East Hills Chrysler Jeep Dodge RAM","https://www.cars.com/dealers/5647/east-hills-chrysler-jeep-dodge-ram/#Reviews","http://www.easthillsjeep.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","2300 Northern Blvd, Greenvale, NY 11548","4.7",3609,NULL,"(888) 636-4480","(888) 636-4484","(877) 296-7096","{""Sales hours"": ""9:00am to 8:00pm"", ""Service hours"": ""7:30am to 7:00pm""}","[""Children friendly waiting area"", ""Complimentary beverages"", ""Complimentary loaner vehicles"", ""Complimentary shuttle service"", ""Complimentary snacks"", ""Complimentary wi-fi"", ""Early drop-off"", ""Online service appointment scheduling"", ""Senior discounts on service"", ""Spanish Spoken""]","3","36524"
"e683223c9f56b942c229b511a45481ed","eastchester-chrysler-jeep-dodge-ram","Eastchester Chrysler Jeep Dodge RAM","https://www.cars.com/dealers/200241/eastchester-chrysler-jeep-dodge-ram/#Reviews","http://www.eastchesterchryslerjeepdodgeram.com?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","4007 Boston Rd, Bronx, NY 10466","4.6",7586,NULL,"(914) 461-4970","(914) 618-5378","(914) 368-7915","{""Sales hours"": ""9:00am to 8:30pm"", ""Service hours"": ""7:30am to 5:00pm""}","[""Authorized State Inspections"", ""Complimentary shuttle service"", ""Complimentary wi-fi"", ""Mopar Performance Parts and Accessories"", ""Spanish Speaking Personnel""]","1","30000"
"ae90fdb0b0488fb07bf4f0804941d3fa","easterns-automotive-group-of-baltimore","Easterns Automotive Group of Baltimore","https://www.cars.com/dealers/96784/easterns-automotive-group-of-baltimore/#Reviews","https://www.easterns.com/locations/easterns-automotive-group-of-baltimore?utm_medium=referral&utm_source=cars.com&utm_campaign=cars.com_VDP_referral","7916 Pulaski Hwy, Rosedale, MD 21237","4.9",6287,NULL,NULL,NULL,NULL,"{""Friday"": ""10:00am–8:00pm"", ""Monday"": ""10:00am–8:00pm"", ""Sunday"": ""11:00am–5:00pm"", ""Tuesday"": ""10:00am–8:00pm"", ""Saturday"": ""9:00am–8:00pm"", ""Thursday"": ""10:00am–8:00pm"", ""Wednesday"": ""10:00am–8:00pm"", ""Sales hours"": ""10:00am to 8:00pm""}","[""Complimentary beverages"", ""Complimentary wi-fi"", ""Customer lounge"", ""Home delivery"", ""Purchase online"", ""We’ll buy your car""]","1","30749"
